Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Gen_Group,DaysAsCustomer,NumChildren,NumAcceptedCmp,Total_Purchases,Total_Spending,Conversion_Rate
D3,Cerai,59601000.0,0,1,2013-07-25,14,691000,7000,69000,0,7000,23000,4,2,2,7,8,0,1,0,0,0,0,0,45,Mature,Gen X,3354,1,1,15,797000,0.1
S2,Lajang,75154000.0,0,1,2012-09-04,79,543000,10000,205000,160000,143000,82000,1,6,3,6,3,0,0,0,0,0,0,1,64,Senior,Boomers,3678,1,1,16,1143000,0.3
S1,Lajang,47025000.0,0,1,2013-11-07,52,254000,7000,108000,20000,0,26000,3,6,3,5,6,0,0,0,0,0,0,0,46,Mature,Gen X,3249,1,0,17,415000,0.0
S1,Menikah,37971000.0,1,0,2013-11-25,97,5000,4000,10000,2000,2000,7000,1,1,0,3,8,0,0,0,0,0,0,0,49,Mature,Gen X,3231,1,0,5,30000,0.0
S2,Cerai,41335000.0,1,0,2013-12-26,24,112000,19000,21000,16000,14000,5000,3,4,1,4,7,0,0,0,0,0,0,0,54,Mature,Gen X,3200,1,0,12,187000,0.0
S1,Menikah,67267000.0,0,1,2014-05-13,0,134000,11000,59000,15000,2000,30000,1,3,2,5,2,0,0,0,0,0,0,0,64,Senior,Boomers,3062,1,0,11,251000,0.0
S1,Lajang,57338000.0,0,1,2014-04-29,96,143000,6000,52000,11000,8000,17000,2,4,1,5,5,0,0,0,0,0,0,0,47,Mature,Gen X,3076,1,0,12,237000,0.0
D3,Bertunangan,50523000.0,1,1,2013-12-25,89,51000,4000,24000,4000,7000,1000,2,2,0,4,6,0,0,0,0,0,0,0,62,Senior,Boomers,3201,2,0,8,91000,0.0
S2,Lajang,35791000.0,2,1,2013-05-06,94,27000,0,5000,0,0,3000,2,1,0,3,8,0,0,0,0,0,0,0,57,Senior,Gen X,3434,3,0,6,35000,0.0
S3,Cerai,50611000.0,0,1,2012-10-04,98,459000,0,24000,6000,0,4000,6,4,5,7,6,0,1,0,0,0,0,0,62,Senior,Boomers,3648,1,1,22,493000,0.2
S3,Menikah,56242000.0,0,1,2013-03-03,72,689000,8000,167000,11000,8000,88000,5,8,4,11,6,0,0,0,0,0,0,0,53,Mature,Gen X,3498,1,0,28,971000,0.0
S1,Lajang,48904000.0,0,1,2012-12-02,1,283000,10000,38000,0,13000,27000,4,7,2,4,8,0,0,0,0,0,0,0,62,Senior,Boomers,3589,1,0,17,371000,0.0
S1,Lajang,56243000.0,1,2,2013-12-30,26,347000,0,35000,4000,3000,7000,6,4,2,8,5,0,0,0,0,0,0,0,47,Mature,Gen X,3196,3,0,20,396000,0.0
S1,Menikah,21355000.0,1,0,2013-08-20,5,5000,13000,14000,0,5000,31000,2,2,1,2,6,1,0,0,0,0,0,1,37,Late Adult,Millennials,3328,1,2,7,68000,0.3
S2,Bertunangan,57420000.0,0,1,2013-06-25,22,280000,0,18000,0,0,24000,3,5,1,6,7,0,1,0,0,0,0,0,51,Mature,Gen X,3384,1,1,15,322000,0.1
S2,Cerai,46390000.0,0,1,2014-05-05,56,95000,14000,64000,2000,9000,38000,1,4,2,3,7,0,0,0,0,0,0,0,67,Late Senior,Boomers,3070,1,0,10,222000,0.0
D3,Bertunangan,54342000.0,1,1,2013-07-03,74,84000,10000,34000,11000,10000,28000,4,3,1,4,6,0,0,0,0,0,0,0,66,Late Senior,Boomers,3376,2,0,12,177000,0.0
S1,Menikah,20895000.0,1,0,2012-10-06,24,18000,3000,17000,3000,0,4000,1,2,0,3,9,0,0,0,0,0,0,0,49,Mature,Gen X,3646,1,0,6,45000,0.0
S1,Menikah,92344000.0,0,0,2014-01-15,9,992000,24000,694000,51000,19000,119000,0,5,10,5,1,1,0,1,0,0,0,0,74,Late Senior,Boomers,3180,0,2,20,1899000,2.0
D3,Bertunangan,26907000.0,1,1,2013-08-20,10,9000,1000,7000,0,3000,2000,2,1,0,3,7,0,0,0,0,0,0,0,46,Mature,Gen X,3328,2,0,6,22000,0.0
S1,Bertunangan,44964000.0,1,1,2012-12-16,35,19000,1000,17000,2000,0,2000,1,1,0,3,8,0,0,0,0,0,0,0,42,Late Adult,Gen X,3575,2,0,5,41000,0.0
S1,Bertunangan,75507000.0,0,0,2014-05-02,56,709000,93000,374000,104000,80000,80000,1,8,6,6,3,0,0,0,0,0,0,0,43,Late Adult,Gen X,3073,0,0,21,1440000,0.0
S2,Menikah,53761000.0,1,1,2013-10-11,7,158000,0,76000,13000,7000,71000,6,4,4,3,5,0,0,0,0,0,0,0,50,Mature,Gen X,3276,2,0,17,325000,0.0
S1,Bertunangan,22682000.0,1,0,2013-10-03,51,10000,14000,29000,4000,2000,36000,3,2,1,4,4,0,0,0,0,0,0,0,49,Mature,Gen X,3284,1,0,10,95000,0.0
S3,Bertunangan,38887000.0,1,0,2014-03-02,17,25000,1000,13000,0,0,3000,1,1,0,3,7,0,0,0,0,0,0,0,50,Mature,Gen X,3134,1,0,5,42000,0.0
D3,Lajang,41658000.0,1,1,2012-11-09,30,8000,4000,12000,15000,4000,29000,2,1,1,2,4,0,0,0,0,0,0,0,47,Mature,Gen X,3612,2,0,6,72000,0.0
S3,Menikah,29791000.0,1,0,2014-05-15,21,14000,0,6000,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,50,Mature,Gen X,3060,1,0,7,20000,0.0
S2,Menikah,63915000.0,0,2,2013-07-30,2,622000,7000,115000,30000,0,15000,2,6,3,12,5,0,0,0,0,0,0,0,66,Late Senior,Boomers,3349,2,0,23,789000,0.0
S1,Cerai,39996000.0,1,1,2014-05-22,85,11000,0,3000,0,0,1000,1,1,0,2,6,0,0,0,0,0,0,0,48,Mature,Gen X,3053,2,0,4,15000,0.0
S1,Cerai,26759000.0,1,0,2014-02-07,65,25000,3000,16000,8000,5000,2000,2,2,1,3,6,0,0,0,0,0,0,0,50,Mature,Gen X,3157,1,0,8,59000,0.0
S2,Cerai,63841000.0,0,1,2013-04-21,64,635000,15000,100000,20000,7000,131000,1,9,3,9,6,0,0,0,0,0,0,0,54,Mature,Gen X,3449,1,0,22,908000,0.0
S3,Menikah,51039000.0,1,1,2012-12-10,11,100000,64000,79000,65000,0,109000,2,6,2,4,7,0,0,0,0,0,0,0,53,Mature,Gen X,3581,2,0,14,417000,0.0
S1,Menikah,60544000.0,1,1,2012-08-25,92,201000,2000,43000,3000,5000,35000,4,5,1,5,6,0,0,0,0,0,0,0,61,Senior,Boomers,3688,2,0,15,289000,0.0
S1,Menikah,65685000.0,0,1,2014-03-29,54,642000,14000,49000,0,7000,57000,1,9,2,9,5,0,0,0,0,0,0,0,50,Mature,Gen X,3107,1,0,21,769000,0.0
S1,Menikah,37716000.0,0,1,2014-04-21,4,97000,1000,41000,6000,2000,41000,2,4,1,3,7,0,0,0,0,0,0,0,69,Late Senior,Boomers,3084,1,0,10,188000,0.0
S1,Lajang,36864000.0,0,1,2012-08-13,53,204000,5000,39000,17000,0,89000,3,5,2,4,8,0,0,0,0,0,0,1,65,Late Senior,Boomers,3700,1,1,14,354000,0.1
S2,Menikah,44511000.0,1,0,2012-10-12,39,513000,7000,133000,46000,14000,14000,6,8,4,8,8,0,0,0,0,0,0,0,52,Mature,Gen X,3640,1,0,26,727000,0.0
S3,Menikah,36947000.0,1,1,2012-08-07,49,88000,3000,21000,4000,1000,29000,4,3,0,4,9,0,0,0,0,0,0,0,55,Senior,Gen X,3706,2,0,11,146000,0.0
S2,Bertunangan,47352000.0,0,1,2013-04-11,70,172000,12000,112000,8000,0,15000,4,6,1,5,7,0,0,0,0,0,0,0,71,Late Senior,Boomers,3459,1,0,16,319000,0.0
S2,Menikah,67087000.0,0,1,2013-12-17,40,329000,35000,222000,130000,35000,43000,2,7,5,8,4,0,0,0,0,0,0,0,69,Late Senior,Boomers,3209,1,0,22,794000,0.0
S1,Menikah,57045000.0,0,1,2012-09-08,40,296000,13000,104000,11000,13000,17000,3,4,2,9,3,0,0,0,0,0,0,0,72,Late Senior,Boomers,3674,1,0,18,454000,0.0
S3,Cerai,36957000.0,1,1,2012-09-06,43,100000,2000,16000,2000,1000,31000,4,3,2,2,9,0,0,0,0,0,0,1,69,Late Senior,Boomers,3676,2,1,11,152000,0.1
S3,Menikah,69389000.0,0,1,2012-09-28,17,422000,7000,238000,69000,46000,15000,1,7,2,12,4,0,0,0,0,0,0,0,45,Mature,Gen X,3654,1,0,22,797000,0.0
S1,Menikah,80134000.0,1,0,2013-05-20,40,1218000,16000,272000,104000,0,80000,2,5,3,6,6,0,1,1,1,0,0,1,50,Mature,Gen X,3420,1,4,16,1690000,0.7
S2,Menikah,43142000.0,1,1,2014-02-18,84,5000,1000,7000,2000,1000,4000,1,1,0,2,7,0,0,0,0,0,0,0,53,Mature,Gen X,3146,2,0,4,20000,0.0
S1,Menikah,80589000.0,0,0,2014-01-22,25,507000,93000,520000,242000,40000,26000,1,5,10,5,1,0,0,0,1,0,0,1,78,Late Senior,Boomers,3173,0,2,21,1428000,2.0
S1,Lajang,34412000.0,1,0,2013-02-13,62,52000,12000,50000,4000,36000,55000,3,5,0,3,9,0,0,0,0,0,0,0,32,Adult,Millennials,3516,1,0,11,209000,0.0
S1,Lajang,57537000.0,1,0,2013-06-10,83,191000,56000,139000,51000,8000,100000,4,4,3,8,4,0,0,0,0,0,0,0,43,Late Adult,Gen X,3399,1,0,19,545000,0.0
SMA,Bertunangan,22634000.0,0,0,2013-01-16,47,2000,23000,11000,8000,6000,46000,1,2,1,2,8,0,0,0,0,0,0,0,56,Senior,Gen X,3544,0,0,6,96000,0.0
S1,Bertunangan,51315000.0,0,0,2014-02-23,45,68000,28000,39000,16000,30000,41000,1,2,2,5,2,0,0,0,0,0,0,0,74,Late Senior,Boomers,3141,0,0,10,222000,0.0
S1,Menikah,36026000.0,2,1,2014-03-16,34,20000,4000,10000,6000,4000,17000,2,2,0,3,6,0,0,0,0,0,0,0,50,Mature,Gen X,3120,3,0,7,61000,0.0
S1,Menikah,24639000.0,1,1,2014-01-28,3,20000,3000,16000,0,4000,1000,3,2,0,4,6,0,0,0,0,0,0,0,49,Mature,Gen X,3167,2,0,9,44000,0.0
S3,Bertunangan,34578000.0,2,1,2014-04-11,1,7000,0,1000,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,50,Mature,Gen X,3094,3,0,4,8000,0.0
D3,Lajang,65704000.0,0,0,2013-10-13,18,279000,172000,74000,38000,8000,246000,1,2,10,10,1,0,0,0,0,0,0,0,50,Mature,Gen X,3274,0,0,23,817000,0.0
S1,Lajang,63810000.0,0,1,2012-11-11,45,977000,12000,253000,16000,12000,101000,4,4,3,12,8,0,1,0,0,0,0,0,56,Senior,Gen X,3610,1,1,23,1371000,0.1
S3,Bertunangan,54132000.0,0,1,2014-02-16,81,30000,1000,8000,0,0,3000,1,1,0,3,7,0,0,0,0,0,0,0,53,Mature,Gen X,3148,1,0,5,42000,0.0
S1,Menikah,18690000.0,0,0,2012-12-28,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,0,63,Senior,Boomers,3563,0,0,5,60000,0.0
S1,Menikah,28164000.0,1,0,2013-05-04,23,3000,18000,26000,11000,8000,12000,3,2,0,4,7,0,0,0,0,0,0,0,52,Mature,Gen X,3436,1,0,9,78000,0.0
S3,Menikah,34596000.0,1,0,2013-04-13,48,14000,0,2000,0,0,7000,1,1,0,2,8,0,0,0,0,0,0,0,48,Mature,Gen X,3457,1,0,4,23000,0.0
S3,Menikah,43269000.0,1,0,2013-09-16,61,10000,1000,7000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,0,50,Mature,Gen X,3301,1,0,4,19000,0.0
D3,Lajang,38741000.0,1,1,2014-03-30,60,7000,10000,17000,8000,6000,13000,2,2,0,3,7,0,0,0,0,0,0,0,64,Senior,Boomers,3106,2,0,7,61000,0.0
S1,Lajang,31907000.0,0,0,2013-03-04,75,33000,87000,64000,175000,16000,74000,1,6,1,6,7,0,0,0,0,0,0,0,50,Mature,Gen X,3497,0,0,14,449000,0.0
S2,Menikah,27100000.0,1,0,2013-04-05,64,12000,0,13000,2000,0,10000,1,1,0,3,7,0,0,0,0,0,0,0,39,Late Adult,Millennials,3465,1,0,5,37000,0.0
D3,Cerai,31163000.0,1,0,2014-02-13,54,2000,3000,10000,11000,2000,10000,1,1,0,3,6,0,0,0,0,0,0,0,49,Mature,Gen X,3151,1,0,5,38000,0.0
S1,Menikah,92533000.0,0,0,2013-12-19,84,693000,21000,118000,110000,147000,42000,1,6,5,11,2,0,0,1,1,0,0,0,37,Late Adult,Millennials,3207,0,2,23,1131000,1.0
S1,Lajang,34853000.0,1,1,2013-12-23,75,9000,3000,15000,2000,3000,2000,2,2,0,3,6,0,0,0,0,0,0,0,49,Mature,Gen X,3203,2,0,7,34000,0.0
S1,Cerai,70844000.0,1,1,2013-10-30,16,129000,26000,67000,3000,67000,2000,5,6,1,5,7,0,0,0,0,0,0,0,55,Senior,Gen X,3257,2,0,17,294000,0.0
D3,Menikah,31086000.0,1,1,2013-05-04,79,16000,2000,11000,3000,0,16000,2,1,1,2,8,1,0,0,0,0,0,0,43,Late Adult,Gen X,3436,2,1,6,48000,0.1
S1,Menikah,60544000.0,1,1,2012-08-25,92,201000,2000,43000,3000,5000,35000,4,5,1,5,6,0,0,0,0,0,0,0,61,Senior,Boomers,3688,2,0,15,289000,0.0
D3,Bertunangan,20491000.0,0,0,2013-01-25,16,5000,4000,5000,4000,2000,10000,1,0,1,2,7,0,0,0,0,0,0,0,36,Late Adult,Millennials,3535,0,0,4,30000,0.0
S1,Menikah,42523000.0,0,0,2014-04-23,96,14000,36000,11000,3000,26000,35000,1,1,1,4,2,0,0,0,0,0,0,0,58,Senior,Boomers,3082,0,0,7,125000,0.0
S1,Menikah,39922000.0,1,0,2013-02-14,30,29000,12000,59000,19000,1000,36000,2,3,0,4,8,0,0,0,0,0,0,0,39,Late Adult,Millennials,3515,1,0,9,156000,0.0
S1,Bertunangan,33402000.0,1,1,2013-07-18,60,26000,2000,19000,10000,5000,8000,3,2,1,3,8,0,0,0,0,0,0,0,70,Late Senior,Boomers,3361,2,0,9,70000,0.0
S2,Menikah,36408000.0,1,1,2013-09-21,11,9000,1000,4000,3000,2000,3000,1,1,0,2,6,0,0,0,0,0,0,0,73,Late Senior,Boomers,3296,2,0,4,22000,0.0
S1,Bertunangan,21645000.0,1,0,2012-09-03,75,14000,0,23000,4000,5000,19000,3,3,0,3,9,0,0,0,0,0,0,1,43,Late Adult,Gen X,3679,1,1,9,65000,0.1
S2,Janda,78427000.0,0,0,2012-10-24,36,972000,19000,595000,180000,26000,138000,3,3,7,10,3,0,0,0,1,0,0,1,74,Late Senior,Boomers,3628,0,2,23,1930000,0.7
S1,Bertunangan,82657000.0,0,0,2013-09-27,71,966000,168000,672000,246000,105000,126000,1,7,5,10,4,0,1,0,1,0,0,0,76,Late Senior,Boomers,3290,0,2,23,2283000,0.5
S1,Menikah,51876000.0,0,0,2013-10-15,88,99000,27000,102000,28000,48000,6000,1,2,2,8,1,0,0,0,0,0,0,0,64,Senior,Boomers,3272,0,0,13,310000,0.0
D3,Menikah,78041000.0,0,0,2012-12-16,93,482000,35000,553000,72000,160000,17000,1,4,4,9,2,0,0,0,0,0,0,0,51,Mature,Gen X,3575,0,0,18,1319000,0.0
S1,Menikah,52852000.0,0,1,2012-12-01,93,714000,8000,99000,11000,0,47000,4,10,7,5,8,1,0,0,0,0,0,0,65,Late Senior,Boomers,3590,1,1,26,879000,0.1
S3,Bertunangan,70038000.0,0,0,2013-10-25,54,587000,54000,348000,71000,54000,130000,1,4,4,8,2,0,0,0,0,0,0,0,40,Late Adult,Millennials,3262,0,0,17,1244000,0.0
D3,Bertunangan,69401000.0,0,1,2014-03-23,41,399000,27000,159000,58000,8000,39000,4,4,4,5,2,0,0,0,0,0,0,0,49,Mature,Gen X,3113,1,0,17,690000,0.0
S1,Bertunangan,46053000.0,1,0,2013-02-17,46,56000,10000,92000,19000,7000,25000,3,3,2,4,5,0,0,0,0,0,0,0,50,Mature,Gen X,3512,1,0,12,209000,0.0
S1,Menikah,77343000.0,0,0,2014-06-09,28,227000,151000,573000,98000,54000,31000,1,3,4,9,1,0,0,0,0,0,0,0,57,Senior,Gen X,3035,0,0,17,1134000,0.0
S1,Lajang,73892000.0,0,0,2013-11-13,40,703000,102000,601000,0,58000,43000,1,3,11,8,1,0,0,0,0,0,0,1,69,Late Senior,Boomers,3243,0,1,23,1507000,1.0
S3,Lajang,40304000.0,1,0,2013-09-30,82,37000,0,17000,0,0,3000,1,2,0,3,7,0,0,0,0,0,0,0,55,Senior,Gen X,3287,1,0,6,57000,0.0
S3,Bertunangan,32727000.0,0,0,2012-08-28,38,167000,13000,180000,86000,13000,70000,2,7,3,5,8,0,0,0,0,0,0,0,57,Senior,Gen X,3685,0,0,17,529000,0.0
S1,Bertunangan,68695000.0,0,0,2014-06-25,3,458000,81000,356000,106000,50000,40000,1,4,4,7,2,0,0,0,0,0,0,0,53,Mature,Gen X,3019,0,0,16,1091000,0.0
S1,Cerai,43300000.0,0,1,2012-10-13,87,91000,3000,52000,2000,1000,31000,3,4,0,4,8,0,0,0,0,0,0,1,51,Mature,Gen X,3639,1,1,11,180000,0.1
S1,Bertunangan,26290000.0,1,1,2013-01-12,49,15000,8000,16000,11000,5000,22000,4,2,0,4,6,0,0,0,0,0,0,0,50,Mature,Gen X,3548,2,0,10,77000,0.0
S1,Lajang,93790000.0,0,0,2014-02-12,16,1302000,68000,731000,89000,114000,45000,0,6,7,12,2,0,1,1,1,0,0,1,52,Mature,Gen X,3152,0,4,25,2349000,2.0
S3,Menikah,38410000.0,0,0,2012-09-14,65,153000,64000,123000,116000,64000,14000,2,5,2,9,6,0,0,0,0,0,0,1,48,Mature,Gen X,3668,0,1,18,534000,0.2
S2,Janda,64866000.0,0,1,2014-01-26,9,508000,5000,21000,7000,5000,10000,4,7,3,7,5,0,1,0,0,0,0,0,72,Late Senior,Boomers,3169,1,1,21,556000,0.2
S1,Bertunangan,57957000.0,0,1,2013-08-19,24,290000,59000,177000,77000,5000,29000,7,4,6,8,3,0,0,0,0,0,1,0,63,Senior,Boomers,3329,1,0,25,637000,0.0
S3,Bertunangan,46015000.0,1,1,2014-04-13,25,38000,0,2000,0,0,6000,1,1,0,3,7,1,0,0,0,1,0,0,67,Late Senior,Boomers,3092,2,2,5,46000,0.3
S1,Bertunangan,16531000.0,1,0,2014-06-18,43,2000,13000,6000,7000,5000,11000,3,3,0,3,7,0,0,0,0,0,0,0,44,Late Adult,Gen X,3026,1,0,9,44000,0.0
S2,Menikah,28072000.0,1,0,2013-07-08,10,30000,0,10000,2000,0,5000,1,1,0,3,7,0,0,0,0,0,0,0,36,Late Adult,Millennials,3371,1,0,5,47000,0.0
S2,Cerai,49476000.0,0,1,2013-06-20,29,386000,23000,95000,54000,41000,196000,4,2,11,5,2,0,0,0,0,0,0,0,59,Senior,Boomers,3389,1,0,22,795000,0.0
S1,Menikah,50725000.0,0,1,2013-02-13,45,443000,10000,75000,0,10000,48000,4,8,1,8,8,0,0,0,0,0,0,0,69,Late Senior,Boomers,3516,1,0,21,586000,0.0
S1,Bertunangan,83844000.0,0,0,2013-05-12,57,901000,31000,345000,75000,31000,191000,1,4,4,11,1,0,0,1,0,0,0,0,70,Late Senior,Boomers,3428,0,1,20,1574000,1.0
S3,Menikah,41145000.0,1,1,2014-02-08,20,9000,0,3000,0,0,1000,1,0,0,3,3,0,0,0,0,0,0,0,72,Late Senior,Boomers,3156,2,0,4,13000,0.0
S1,Bertunangan,67419000.0,0,1,2013-01-16,29,846000,84000,352000,91000,56000,42000,4,9,4,8,5,0,0,0,0,0,0,0,52,Mature,Gen X,3544,1,0,25,1471000,0.0
D3,Menikah,23162000.0,1,1,2013-12-21,82,8000,3000,9000,19000,4000,22000,3,1,1,3,6,0,0,0,0,0,0,0,52,Mature,Gen X,3205,2,0,8,65000,0.0
S1,Menikah,34380000.0,1,0,2013-05-02,68,72000,7000,58000,13000,1000,24000,4,4,1,3,8,0,0,0,0,0,0,0,45,Mature,Gen X,3438,1,0,12,175000,0.0
S1,Lajang,34704000.0,0,1,2013-04-27,65,29000,0,5000,0,1000,5000,1,1,0,3,5,0,0,0,0,0,0,0,56,Senior,Gen X,3443,1,0,5,40000,0.0
S3,Menikah,94871000.0,0,2,2012-09-01,99,169000,24000,553000,188000,0,144000,1,8,5,4,7,0,1,1,0,0,0,1,53,Mature,Gen X,3681,2,3,18,1078000,0.4
S1,Menikah,65148000.0,0,1,2012-11-16,9,460000,35000,422000,33000,12000,153000,2,6,6,7,4,0,0,0,0,0,0,0,64,Senior,Boomers,3605,1,0,21,1115000,0.0
S1,Bertunangan,39898000.0,0,1,2013-02-12,20,69000,8000,26000,12000,7000,12000,2,3,0,4,7,0,0,0,0,0,0,0,68,Late Senior,Boomers,3517,1,0,9,134000,0.0
S2,Lajang,64857000.0,0,0,2012-11-23,78,556000,14000,717000,210000,0,43000,1,7,5,10,4,0,0,0,0,0,0,0,66,Late Senior,Boomers,3598,0,0,23,1540000,0.0
S3,Menikah,59892000.0,0,1,2013-11-02,26,73000,0,13000,0,1000,0,1,2,1,3,3,0,0,0,0,0,0,0,52,Mature,Gen X,3254,1,0,7,87000,0.0
S2,Lajang,41020000.0,0,0,2013-10-28,68,112000,1000,54000,7000,7000,36000,1,3,2,4,3,0,0,0,0,0,0,0,35,Late Adult,Millennials,3259,0,0,10,217000,0.0
S3,Menikah,57072000.0,0,1,2014-01-24,79,944000,0,60000,0,0,30000,2,7,5,13,5,1,0,0,0,0,0,0,61,Senior,Boomers,3171,1,1,27,1034000,0.2
S1,Lajang,60474000.0,0,1,2013-04-01,25,265000,199000,303000,234000,9000,170000,7,10,2,12,7,0,0,0,0,0,0,0,43,Late Adult,Gen X,3469,1,0,31,1180000,0.0
S1,Bertunangan,62807000.0,0,1,2012-08-31,83,526000,28000,135000,10000,21000,99000,3,5,3,12,5,0,0,0,0,0,0,0,62,Senior,Boomers,3682,1,0,23,819000,0.0
D3,Bertunangan,19414000.0,1,0,2013-10-16,32,2000,3000,12000,3000,5000,7000,1,1,0,3,8,0,0,0,0,0,0,0,41,Late Adult,Millennials,3271,1,0,5,32000,0.0
S1,Menikah,19107000.0,1,0,2013-08-22,49,2000,4000,9000,10000,5000,16000,2,1,0,3,7,0,0,0,0,0,0,0,42,Late Adult,Gen X,3326,1,0,6,46000,0.0
D3,Bertunangan,75484000.0,0,1,2012-08-02,50,378000,97000,259000,197000,194000,34000,2,7,3,6,4,0,0,0,0,0,0,0,46,Mature,Gen X,3711,1,0,18,1159000,0.0
S2,Lajang,70379000.0,0,1,2013-03-03,84,553000,25000,142000,65000,67000,8000,3,6,3,13,4,0,0,0,0,0,0,0,46,Mature,Gen X,3498,1,0,25,860000,0.0
S2,Bertunangan,79419000.0,0,0,2014-06-22,96,751000,127000,687000,20000,15000,31000,1,4,6,4,2,0,0,0,0,0,0,0,52,Mature,Gen X,3022,0,0,15,1631000,0.0
S3,Bertunangan,64014000.0,2,1,2014-06-10,56,406000,0,30000,0,0,8000,7,8,2,5,7,0,0,0,1,0,0,0,76,Late Senior,Boomers,3034,3,1,22,444000,0.1
S1,Menikah,76998000.0,0,1,2013-01-11,85,1449000,89000,161000,69000,35000,107000,2,11,8,8,6,0,0,1,0,0,0,0,67,Late Senior,Boomers,3549,1,1,29,1910000,0.2
S2,Bertunangan,49854000.0,1,0,2013-11-10,63,123000,17000,171000,39000,0,30000,5,6,2,5,6,0,0,0,0,0,0,0,50,Mature,Gen X,3246,1,0,18,380000,0.0
S3,Menikah,60585000.0,1,1,2013-06-24,17,267000,42000,309000,55000,42000,21000,10,7,4,9,5,0,0,0,0,0,0,1,51,Mature,Gen X,3385,2,1,30,736000,0.2
S3,Cerai,42873000.0,1,1,2013-01-21,11,209000,0,40000,3000,2000,15000,4,6,1,4,8,0,0,0,0,0,0,0,72,Late Senior,Boomers,3539,2,0,15,269000,0.0
S1,Bertunangan,87679000.0,0,0,2013-07-27,62,1259000,172000,815000,97000,148000,33000,1,7,11,10,4,1,0,1,1,0,0,1,34,Adult,Millennials,3352,0,4,29,2524000,1.0
S1,Bertunangan,57867000.0,1,0,2013-10-01,48,344000,35000,178000,15000,23000,17000,7,7,2,9,6,0,0,0,0,0,0,0,44,Late Adult,Gen X,3286,1,0,25,612000,0.0
S1,Menikah,35765000.0,1,0,2013-12-11,86,22000,3000,30000,0,5000,15000,2,2,0,4,6,0,0,0,0,0,0,0,32,Adult,Millennials,3215,1,0,8,75000,0.0
S1,Menikah,65492000.0,0,0,2014-01-26,73,247000,161000,295000,210000,85000,47000,2,4,7,13,2,0,0,0,0,0,0,0,63,Senior,Boomers,3169,0,0,26,1045000,0.0
S1,Cerai,32952000.0,1,0,2013-12-01,36,38000,0,12000,3000,1000,1000,1,2,0,3,7,0,0,0,0,0,0,0,45,Mature,Gen X,3225,1,0,6,55000,0.0
S3,Bertunangan,53374000.0,0,1,2012-08-16,34,896000,10000,101000,13000,10000,34000,6,4,2,9,9,1,0,0,0,0,0,1,53,Mature,Gen X,3697,1,2,21,1064000,0.2
S1,Bertunangan,71706000.0,0,1,2012-11-13,16,931000,56000,253000,91000,98000,14000,4,9,5,7,5,0,0,0,0,0,0,0,63,Senior,Boomers,3608,1,0,25,1443000,0.0
S1,Menikah,68487000.0,0,0,2013-01-13,48,758000,12000,385000,33000,89000,89000,1,9,7,13,4,0,0,0,0,0,0,0,34,Adult,Millennials,3547,0,0,30,1366000,0.0
S2,Bertunangan,53253000.0,1,1,2013-02-11,61,216000,9000,57000,20000,9000,125000,7,4,3,5,5,0,0,0,0,0,0,0,47,Mature,Gen X,3518,2,0,19,436000,0.0
D3,Cerai,31163000.0,1,0,2014-02-13,54,2000,3000,10000,11000,2000,10000,1,1,0,3,6,0,0,0,0,0,0,0,49,Mature,Gen X,3151,1,0,5,38000,0.0
S1,Menikah,42014000.0,1,0,2012-08-17,56,244000,15000,108000,4000,15000,50000,6,7,1,6,8,0,0,0,0,0,0,1,45,Mature,Gen X,3696,1,1,20,436000,0.1
S2,Menikah,54108000.0,1,1,2012-11-05,74,539000,6000,91000,8000,6000,97000,13,8,2,9,8,0,0,0,0,0,0,0,49,Mature,Gen X,3616,2,0,32,747000,0.0
S3,Lajang,49667000.0,0,0,2012-08-20,35,1181000,26000,120000,17000,13000,39000,2,5,10,5,8,1,0,0,0,0,0,1,67,Late Senior,Boomers,3693,0,2,22,1396000,0.2
S2,Menikah,63206000.0,0,0,2014-03-20,65,750000,8000,125000,11000,8000,26000,1,4,3,6,2,0,0,1,0,0,0,0,48,Mature,Gen X,3116,0,1,14,928000,0.5
S2,Menikah,57136000.0,1,1,2013-07-09,48,306000,5000,109000,21000,109000,92000,9,5,2,10,6,0,0,0,0,0,0,0,50,Mature,Gen X,3370,2,0,26,642000,0.0
D3,Bertunangan,46772000.0,0,1,2012-11-07,88,350000,104000,189000,197000,151000,57000,6,11,8,5,8,1,0,0,0,0,0,0,47,Mature,Gen X,3614,1,1,30,1048000,0.1
S3,Menikah,78931000.0,0,0,2013-10-25,19,331000,197000,170000,58000,152000,35000,1,2,8,13,1,0,0,0,0,0,0,0,51,Mature,Gen X,3262,0,0,24,943000,0.0
